battery_power_mAh,clock_speed,dual_sim,front_cam_mp,5G,int_memory_gb,thickness_cm,weight_grams,n_cores,back_cam_mp,ram_mb,screen_height_cm,screen_width_cm,talk_time_hrs,condition,price
1840,0.5,yes,12,0,34,0.7,142,1,16,1078,8,0,10,fair,109
1453,1.6,yes,12,1,52,0.3,96,2,18,2373,10,1,10,excellent,289
1089,0.9,yes,12,1,2,0.7,145,5,15,2765,13,12,10,good,263
1701,0.5,no,13,1,46,0.9,115,2,15,3717,11,0,10,like_new,409
1671,0.5,yes,13,0,5,0.9,179,8,18,815,16,6,10,fair,65
624,1.6,yes,14,0,30,0.1,192,2,16,1314,16,1,10,good,159
1762,0.9,yes,14,0,11,0.1,107,4,17,3628,9,3,10,excellent,339
856,1.1,yes,14,1,19,0.7,125,6,19,650,17,0,10,parts_only,35
989,0.5,no,15,0,20,0.4,153,1,16,3614,17,5,10,like_new,399
959,1.7,no,15,0,13,0.4,155,4,16,3328,10,9,10,excellent,299
1199,2.5,yes,15,1,16,0.2,116,4,20,3448,17,13,10,like_new,399
574,2.8,yes,16,0,38,0.1,90,6,17,3269,8,7,10,excellent,299
1003,2.9,no,16,1,16,0.6,119,8,19,1798,16,7,10,good,149
669,2.6,yes,18,1,10,0.6,171,5,20,2801,6,2,10,excellent,279
1943,0.5,yes,0,1,29,0.4,121,1,1,1990,5,2,11,good,149
1453,0.5,no,0,0,24,0.3,156,1,1,1619,11,5,11,good,114
1130,1.8,yes,0,0,27,0.9,101,1,8,315,14,5,11,fair,83
649,2.9,no,0,0,38,0.5,130,1,10,558,8,4,11,fair,99
1176,2.3,no,0,0,56,0.7,103,2,1,2974,6,5,11,good,149
1387,0.5,no,0,1,61,0.5,98,3,0,629,5,3,11,fair,65
580,1.2,yes,0,0,47,0.9,91,3,1,3451,15,1,11,like_new,409
1719,2.1,yes,0,0,52,0.1,187,3,1,2610,10,1,11,excellent,299
1019,1.7,yes,0,1,5,0.7,177,3,8,1850,10,5,11,good,149
1496,1.3,yes,0,1,6,0.5,85,3,9,3571,16,1,11,like_new,409
1697,0.5,no,0,1,60,0.1,90,4,0,441,15,1,11,parts_only,57
1899,0.5,yes,0,1,55,0.3,93,4,0,1796,7,4,11,good,209
916,0.5,no,0,1,47,0.2,82,4,1,1659,11,10,11,fair,149
879,1.5,yes,0,1,21,0.8,187,4,2,2927,14,13,11,excellent,279
1799,0.5,no,0,0,49,0.4,107,4,2,720,12,2,11,fair,65
1405,1.7,no,0,0,8,0.3,107,4,7,2376,19,6,11,excellent,289
1045,1.6,no,0,1,58,0.2,177,4,12,2241,19,15,11,good,159
1309,1.1,yes,0,0,33,0.5,100,4,14,2334,10,1,11,good,263
1887,2.1,no,0,0,23,0.5,148,4,20,1811,18,16,11,excellent,299
1001,0.8,no,0,0,48,1,98,5,0,1485,10,2,11,good,149
1485,0.9,yes,0,1,28,0.8,158,5,1,3241,14,11,11,like_new,409
1549,1.5,yes,0,1,27,0.4,113,5,7,436,10,8,11,parts_only,47
1148,2.3,yes,0,1,58,0.3,170,5,20,3127,10,7,11,excellent,279
615,2.5,no,0,0,10,0.8,131,6,9,2769,16,8,11,excellent,279
633,1.4,no,0,1,46,0.7,102,6,10,1401,19,14,11,fair,149
685,0.5,yes,0,0,12,0.5,121,6,15,793,5,4,11,parts_only,35
1358,2.5,yes,0,0,20,0.6,135,7,0,3406,5,1,11,like_new,399
1330,0.5,no,0,0,38,1,183,7,1,1733,9,0,11,good,132
829,0.5,no,0,0,56,0.6,129,7,1,820,12,6,11,parts_only,35
708,2.4,yes,0,0,56,0.7,104,7,1,1920,7,3,11,good,162
614,1.7,yes,0,1,58,0.2,128,7,2,3487,15,6,11,excellent,299
839,2,yes,0,0,14,0.4,175,7,3,3835,15,8,11,like_new,399
603,2.7,no,0,1,42,0.2,135,8,0,1934,14,10,11,fair,149
1150,2.7,no,0,0,39,0.4,151,8,1,999,6,2,11,fair,99
1972,1.6,no,0,0,48,0.5,92,8,2,2872,7,2,11,excellent,397
823,0.5,no,0,0,39,0.4,187,8,4,294,13,9,11,parts_only,29
1846,0.6,no,1,0,19,0.7,159,1,2,1333,15,6,11,good,149
1252,2.6,yes,1,1,43,0.8,124,1,3,2447,18,15,11,excellent,279
703,2.4,no,1,1,27,0.1,138,1,6,502,12,4,11,fair,99
1342,2.8,no,1,0,50,0.1,173,1,8,2644,7,2,11,excellent,299
1141,2.9,yes,1,1,2,1,92,2,4,3386,6,0,11,excellent,282
586,0.5,yes,1,0,57,0.3,188,2,5,3646,15,4,11,like_new,399
1603,0.5,yes,1,1,17,0.5,114,2,8,1637,17,3,11,good,114
1614,1.2,no,1,1,9,0.1,161,3,2,1832,15,8,11,fair,139
1512,0.6,yes,1,1,54,0.4,134,3,2,3366,7,3,11,excellent,339
769,0.5,yes,1,1,30,0.8,190,3,9,3976,12,10,11,excellent,339
1177,0.9,no,1,0,11,1,181,4,7,1887,8,5,11,good,149
1052,0.9,no,1,0,6,0.8,195,4,16,552,6,1,11,parts_only,35
911,1.7,no,1,1,13,0.3,126,5,2,1843,13,6,11,good,149
1308,2.2,yes,1,0,51,0.2,113,5,17,1189,14,1,11,good,162
1723,0.6,yes,1,0,57,0.3,122,5,19,3138,12,8,11,excellent,289
1960,2.3,yes,1,1,61,0.3,86,7,3,3865,10,7,11,like_new,399
1275,0.5,no,1,0,44,0.6,136,8,2,1354,7,5,11,fair,109
1090,2.3,no,1,1,8,0.6,128,8,8,3839,17,3,11,like_new,399
1541,1.6,no,1,1,7,0.5,143,8,14,3137,9,0,11,excellent,289
1485,1,no,2,1,32,0.7,84,2,9,2147,19,1,11,excellent,289
723,1.1,no,2,0,27,0.7,145,2,9,2044,13,6,11,fair,149
626,0.7,yes,2,1,23,0.5,187,2,9,3458,7,5,11,good,259
1730,1.3,yes,2,1,48,0.4,198,2,13,2452,8,2,11,good,149
832,0.7,yes,2,1,39,0.7,103,4,3,1799,5,2,11,fair,132
1510,0.9,yes,2,0,45,0.9,180,5,3,3484,9,6,11,like_new,409
1695,0.5,yes,2,1,47,0.5,189,5,13,1629,8,6,11,fair,149
1166,2.2,yes,2,1,41,1,165,7,4,482,19,11,11,fair,92
769,1.2,no,2,0,17,0.1,95,8,4,1877,18,2,11,good,139
854,0.5,no,2,0,30,0.5,125,8,5,2889,5,2,11,good,223
657,1.9,yes,2,0,21,0.1,110,8,8,783,6,1,11,fair,83
869,1.3,yes,3,0,34,0.1,104,2,4,3864,13,3,11,excellent,339
1646,2.5,no,3,1,25,0.6,200,2,5,686,8,6,11,fair,99
862,0.8,yes,3,0,23,0.4,165,2,15,278,16,3,11,parts_only,35
775,1,no,3,0,46,0.7,159,2,16,568,17,15,11,fair,75
904,1.8,no,3,1,35,0.4,168,3,4,1360,15,12,11,parts_only,49
941,1.3,yes,3,0,26,0.4,128,3,5,2875,6,3,11,good,263
510,1.7,yes,3,0,35,0.8,120,3,6,2509,17,2,11,good,162
1062,0.5,no,3,1,39,0.9,124,4,4,1345,16,0,11,parts_only,35
911,1.4,yes,3,0,14,0.7,199,4,4,2933,16,3,11,like_new,409
517,1.4,yes,3,1,33,0.8,183,4,8,3704,17,16,11,excellent,339
1273,1,no,3,1,48,0.4,99,4,15,1767,18,15,11,fair,149
1528,1.8,yes,3,1,55,0.8,129,5,6,1282,11,9,11,good,162
1101,2.9,yes,3,0,5,0.5,141,5,7,1567,15,2,11,fair,99
1981,0.5,no,3,0,38,0.2,103,5,10,1392,5,0,11,fair,114
1025,1.9,no,3,1,38,0.7,138,7,5,3530,5,0,11,excellent,299
1363,1.6,yes,3,1,2,0.9,159,7,6,3239,11,5,11,excellent,397
579,2.5,no,3,0,7,1,89,8,10,2908,12,4,11,excellent,279
1067,2.4,yes,3,1,40,0.6,122,8,15,604,16,14,11,parts_only,49
1170,2.2,no,4,1,63,0.7,83,1,5,2658,11,10,11,good,149
1852,1.4,no,4,1,10,0.7,196,1,18,3970,13,1,11,excellent,339
1472,3,no,4,1,20,0.3,169,2,6,797,6,1,11,fair,99
994,1.2,yes,4,0,40,0.9,164,2,17,3104,17,7,11,good,263
1341,2.6,no,4,0,43,0.4,194,6,8,3065,6,5,11,like_new,498
1784,1.6,no,4,0,41,0.4,164,6,20,2313,14,1,11,excellent,289
1812,1.3,yes,4,1,42,1,162,7,15,3338,18,13,11,like_new,409
1871,2.1,no,4,1,41,0.4,144,8,5,2727,15,8,11,like_new,399
1732,1.1,no,4,1,12,0.8,119,8,9,1308,16,7,11,good,132
1347,2.9,no,5,0,44,0.6,132,1,14,2484,18,2,11,excellent,282
1189,1.9,no,5,0,7,0.5,164,2,20,841,13,10,11,fair,83
1090,1.3,yes,5,0,27,0.1,91,4,16,1352,5,1,11,fair,149
1146,3,no,5,1,57,0.4,111,5,10,291,19,9,11,fair,99
1661,1.9,yes,5,0,23,1,172,5,10,2676,12,6,11,like_new,409
888,2.5,yes,5,0,14,0.9,98,5,17,1849,5,1,11,good,179
1370,1.4,no,5,1,6,0.2,158,6,8,3703,13,10,11,like_new,409
571,2,yes,5,1,58,0.6,101,6,11,555,19,10,11,fair,49
1820,1.4,no,5,0,51,0.9,163,7,10,2481,11,9,11,excellent,279
1590,2.4,no,5,0,15,0.9,157,8,6,1983,13,10,11,parts_only,49
1343,2.4,yes,5,1,14,0.9,81,8,10,462,18,7,11,fair,99
1317,1.5,no,6,0,12,0.1,154,2,9,425,7,0,11,fair,75
1066,3,yes,6,1,5,0.5,167,5,7,1044,8,7,11,parts_only,57
1517,0.5,no,6,1,48,0.6,143,5,14,2822,15,5,11,like_new,399
841,0.5,no,6,1,11,0.3,81,5,14,957,6,5,11,fair,65
1343,0.5,yes,6,1,23,0.4,97,5,17,2629,13,7,11,good,132
1847,2.8,yes,6,0,29,0.7,112,7,13,1017,16,7,11,good,179
1830,1,no,7,1,47,0.3,117,1,11,3362,13,10,11,excellent,339
1783,0.9,no,7,1,23,0.9,137,2,8,541,9,5,11,fair,75
1278,1,no,7,1,24,0.8,170,3,16,3141,6,2,11,like_new,409
1988,2.5,no,7,1,63,0.6,153,4,11,2276,13,7,11,excellent,279
1980,0.5,yes,7,0,15,0.4,141,6,12,1710,11,2,11,fair,149
808,1.9,no,7,0,20,0.8,185,6,14,1471,13,4,11,fair,83
1489,0.5,yes,7,0,60,0.8,197,7,10,677,5,2,11,parts_only,35
1891,2.8,no,7,1,37,0.4,129,7,14,3704,8,6,11,like_new,399
1911,2,no,7,1,64,0.6,163,8,8,3872,9,8,11,like_new,409
1398,1.6,yes,8,1,26,0.8,150,1,12,3488,14,3,11,like_new,409
966,2,no,8,1,34,0.5,118,2,10,3534,18,17,11,like_new,409
1352,0.5,yes,8,1,22,0.9,111,2,12,1562,16,5,11,fair,114
1882,1.3,yes,8,0,47,0.2,140,2,13,2500,17,1,11,good,263
1331,0.5,no,8,0,55,0.9,146,3,15,1732,6,2,11,good,132
1203,1.7,no,8,1,20,0.7,157,3,17,2307,7,5,11,good,149
1059,2.4,no,8,0,61,0.1,134,3,18,3716,15,13,11,like_new,453
1225,2.1,yes,8,0,13,0.5,116,4,12,3836,12,11,11,like_new,399
1715,0.5,yes,8,1,47,0.4,116,8,9,3163,18,15,11,excellent,309
1128,1.1,no,9,1,46,0.9,135,8,10,1434,5,0,11,fair,139
1714,1.6,yes,9,1,59,0.5,186,8,19,2546,18,10,11,excellent,289
1664,2.1,no,10,0,25,0.1,147,3,11,275,9,3,11,like_new,409
1092,0.5,yes,10,0,11,0.5,167,3,14,737,14,4,11,fair,65
1527,2.7,no,10,1,60,0.1,154,5,14,2078,5,3,11,excellent,299
1289,0.9,no,10,1,25,1,178,6,12,1043,6,2,11,fair,75
1251,0.5,yes,10,1,29,0.7,133,6,16,1052,11,9,11,parts_only,35
1762,2.5,no,10,1,15,0.3,107,8,11,2183,8,3,11,excellent,299
1008,0.8,no,11,0,61,1,114,3,15,2009,10,3,11,fair,132
999,2.6,yes,11,1,56,1,165,4,13,3083,8,4,11,excellent,299
804,0.8,yes,12,1,41,0.9,89,1,13,2027,11,5,11,fair,132
1588,2.5,no,12,1,4,0.3,148,5,20,2506,5,3,11,excellent,279
921,2.2,yes,12,1,10,0.1,170,7,18,3153,8,2,11,like_new,453
878,1.3,no,13,1,31,0.5,153,4,18,3497,9,7,11,excellent,289
1397,2.9,yes,13,0,9,0.5,87,6,18,3137,12,1,11,like_new,498
968,0.5,yes,13,1,61,0.1,168,8,16,858,8,7,11,fair,65
1330,1.3,yes,14,0,3,0.3,83,5,17,463,14,6,11,parts_only,35
739,3,no,14,0,56,0.7,103,8,20,630,17,2,11,like_new,399
1570,0.5,no,15,1,26,0.6,157,2,20,426,8,0,11,parts_only,32
560,0.5,yes,15,0,50,0.3,159,2,20,2150,18,12,11,excellent,289
1224,0.5,no,16,1,6,0.4,109,6,18,506,10,0,11,fair,57
1348,0.5,yes,18,0,40,0.1,148,1,20,3543,12,1,11,excellent,339
1533,1.1,yes,18,1,17,0.3,160,4,20,2520,8,2,11,good,263
507,1.9,yes,0,1,39,0.7,142,1,0,2124,6,0,12,good,162
1558,2.4,no,0,1,27,0.1,146,1,1,3598,9,2,12,like_new,399
1074,1.4,yes,0,1,17,0.7,115,1,6,401,18,11,12,like_new,409
856,1.9,yes,0,1,14,0.6,115,1,7,2439,6,3,12,good,162
1113,0.6,yes,0,0,25,0.3,145,1,10,277,11,2,12,parts_only,35
1254,2.3,no,0,1,44,0.2,149,1,10,3011,7,4,12,excellent,299
1097,1.4,no,0,0,60,0.8,181,1,17,509,15,12,12,parts_only,35
707,0.5,no,0,1,16,0.1,194,2,0,1853,17,14,12,good,149
1163,2.8,yes,0,0,49,0.6,155,2,0,2768,19,2,12,excellent,282
936,1.4,yes,0,0,46,0.8,139,2,0,684,8,5,12,fair,75
840,1.6,yes,0,0,7,0.9,147,2,3,3327,19,6,12,excellent,397
1227,1.1,yes,0,0,34,0.2,130,3,3,1324,7,3,12,good,149
1989,2.5,yes,0,1,41,0.8,94,3,13,1665,17,9,12,excellent,299
1310,2.2,yes,0,1,51,0.6,100,4,0,3845,7,0,12,like_new,453
728,2.7,yes,0,0,25,0.2,88,4,1,2039,5,1,12,good,179
803,0.8,yes,0,0,18,0.3,106,4,1,2801,18,15,12,excellent,289
808,0.5,yes,0,0,8,0.1,192,4,1,3762,15,9,12,excellent,339
1414,2.2,yes,0,1,49,0.5,101,4,1,2290,13,0,12,good,162
1498,1.2,yes,0,1,14,0.1,191,4,1,577,14,12,12,fair,75
788,1.5,yes,0,1,22,0.5,163,4,6,3750,13,10,12,like_new,397
1730,2,yes,0,1,20,0.1,143,4,10,1595,14,0,12,good,162
1074,0.7,no,0,1,61,0.6,117,4,11,2791,7,1,12,good,259
1577,0.5,yes,0,1,42,0.3,197,5,4,2060,19,6,12,good,212
1829,0.5,no,0,1,15,0.4,160,5,7,2080,16,11,12,good,212
719,0.5,yes,0,1,23,0.4,113,6,9,3990,14,9,12,like_new,409
861,0.5,no,0,0,64,0.8,105,7,1,600,15,1,12,fair,65
869,1.9,no,0,0,2,0.6,197,7,3,3249,19,0,12,excellent,279
1579,0.5,yes,0,0,5,0.2,88,7,9,3532,17,11,12,excellent,339
1290,1.3,no,0,0,31,0.7,117,8,0,1895,11,9,12,good,149
628,0.5,no,0,1,26,0.5,106,8,2,1853,13,10,12,good,149
924,0.5,yes,0,1,47,0.3,167,8,6,1620,17,15,12,fair,114
1068,0.5,yes,0,1,19,0.9,197,8,9,1209,19,12,12,fair,69
922,0.7,no,0,1,47,1,157,8,14,1464,17,4,12,good,132
1031,2,yes,1,1,20,0.7,177,1,4,2546,9,6,12,excellent,279
1724,2,yes,1,0,21,0.2,105,2,8,695,16,0,12,fair,85
1195,2.8,no,1,1,20,0.8,110,2,14,504,9,3,12,fair,99
1457,1.9,yes,1,1,16,0.3,102,3,10,1440,17,8,12,good,149
718,1.6,yes,1,1,30,0.4,93,3,12,1601,10,9,12,good,159
1699,0.5,yes,1,0,59,0.5,97,4,3,3796,17,10,12,like_new,409
1123,1.2,no,1,0,8,0.6,171,4,4,2877,17,9,12,excellent,289
793,1.2,yes,1,1,38,0.6,176,4,7,3139,6,1,12,like_new,409
521,2.6,yes,1,1,64,0.8,200,4,11,834,6,5,12,fair,99
768,0.5,yes,1,0,45,0.1,175,4,16,3947,6,1,12,fair,69
1269,1.5,yes,1,0,51,0.7,180,4,19,827,15,6,12,fair,75
832,1.6,yes,1,1,34,0.3,108,5,5,447,15,13,12,fair,75
635,0.6,yes,1,1,50,0.3,97,5,13,2107,13,12,12,fair,132
1955,1.4,no,1,0,30,0.2,91,6,2,2340,9,0,12,excellent,289
1715,0.6,yes,1,1,28,0.4,112,6,16,1786,19,2,12,good,132
537,2,no,1,1,55,0.3,103,7,2,2029,10,5,12,good,162
607,0.8,no,1,1,18,0.2,146,7,3,550,12,1,12,parts_only,35
956,0.5,no,1,1,41,1,143,7,6,3286,17,8,12,like_new,399
1751,2.5,no,1,0,4,0.6,146,8,9,1155,19,14,12,good,162
630,2.2,no,1,0,56,0.2,119,8,10,1317,6,5,12,good,162
1999,0.5,yes,1,1,15,0.7,183,8,11,3840,19,17,12,excellent,339
1154,1.1,yes,2,1,5,0.2,98,1,13,1470,12,0,12,fair,139
1375,1.3,yes,2,0,12,0.1,105,1,13,2890,17,1,12,excellent,339
1027,0.5,no,2,1,64,0.9,103,2,7,3786,17,12,12,excellent,339
814,1.1,yes,2,0,41,0.8,177,2,10,1944,16,6,12,fair,139
1035,0.6,yes,2,1,44,0.5,99,3,3,3506,14,5,12,like_new,409
1829,0.5,no,2,1,54,0.6,98,3,20,1634,7,0,12,fair,114
1679,1.5,no,2,1,4,0.1,133,4,3,1557,16,15,12,good,149
1303,0.5,no,2,0,7,0.6,98,4,5,2865,17,3,12,excellent,309
718,0.5,yes,2,0,35,0.9,181,4,5,3021,10,4,12,good,223
1517,2.5,no,2,1,8,0.8,169,4,18,2738,18,16,12,excellent,279
1010,2,yes,2,1,8,0.9,139,5,3,2625,15,11,12,excellent,299
1465,2.5,no,2,0,3,1,90,5,8,2042,8,2,12,good,179
509,0.6,yes,2,1,9,0.1,93,5,15,513,19,10,12,fair,35
1126,2.4,no,2,1,10,0.4,160,6,3,2050,7,6,12,excellent,299
1375,2.9,no,2,0,20,0.4,147,6,7,3847,8,0,12,like_new,399
1776,2.2,no,2,0,20,0.9,82,6,16,2671,15,10,12,like_new,409
1482,0.5,no,2,0,48,0.2,142,7,10,2971,12,8,12,excellent,289
1604,1.7,no,2,0,33,1,191,8,5,916,13,10,12,fair,83
1038,1.2,no,3,0,43,0.7,141,1,5,3709,11,0,12,like_new,409
543,0.9,no,3,1,6,0.4,91,1,9,564,8,5,12,parts_only,35
1452,1.1,no,3,1,32,0.5,175,3,5,3617,16,1,12,excellent,289
1657,2.6,yes,3,1,22,0.5,87,4,20,1852,15,5,12,fair,179
684,0.9,yes,3,1,63,1,157,5,9,3756,17,5,12,like_new,409
1257,1.8,no,3,1,31,0.6,155,5,10,2014,15,8,12,good,149
1809,2.2,yes,3,0,27,0.3,137,5,19,700,11,10,12,fair,49
1045,1.2,yes,3,1,40,0.1,175,6,7,2137,11,8,12,good,263
1054,1.8,yes,3,1,40,0.8,196,7,10,2296,16,12,12,good,149
1402,0.6,yes,3,0,46,0.3,87,7,12,347,17,0,12,parts_only,35
1218,2.8,yes,3,0,39,0.8,150,7,14,1667,10,0,12,good,149
660,0.7,yes,3,0,12,0.4,161,8,14,3549,19,18,12,excellent,339
1030,0.5,no,4,1,37,0.7,147,1,8,2800,8,6,12,good,223
1388,1.4,yes,4,1,31,0.6,184,1,14,346,8,2,12,excellent,339
713,1.6,no,4,1,63,0.7,89,2,8,2082,15,10,12,good,149
601,2.1,no,4,0,26,0.3,101,4,18,918,9,1,12,fair,49
1677,1.8,yes,4,0,11,0.7,124,6,8,3771,15,6,12,like_new,399
1065,1.7,yes,4,1,48,0.3,162,6,8,265,8,0,12,fair,47
667,1.3,yes,4,1,6,0.1,149,6,10,3566,9,5,12,excellent,279
614,0.7,no,4,1,51,0.1,178,7,7,2854,10,7,12,good,259
1082,0.9,no,4,1,24,0.9,167,7,9,1428,16,0,12,good,149
742,2.2,yes,4,0,56,0.2,190,7,14,3557,16,11,12,like_new,453
1591,2.4,no,4,0,3,0.5,192,8,5,615,19,6,12,fair,49
541,2.3,no,4,0,51,0.4,200,8,17,403,11,2,12,fair,49
1208,2.9,no,5,1,16,1,175,1,19,2201,17,16,12,good,149
1901,0.5,no,5,1,41,0.6,131,2,17,368,5,1,12,fair,32
503,1.2,yes,5,1,8,0.4,111,3,13,2583,11,0,12,fair,139
1919,1.5,no,5,1,48,0.8,150,4,6,1391,19,13,12,good,149
1996,2.5,no,5,1,51,0.4,122,4,9,2236,8,7,12,excellent,279
1348,2,yes,5,0,36,0.3,145,6,6,2554,19,1,12,excellent,299
986,2.2,yes,5,1,38,0.3,95,7,9,343,15,13,12,fair,92
639,1.3,no,5,0,28,0.9,113,7,16,391,6,2,12,excellent,339
970,1.3,yes,5,0,59,0.2,84,7,19,3675,12,0,12,excellent,339
525,0.5,yes,5,0,51,0.5,137,8,11,1891,18,3,12,fair,149
1007,2.9,yes,5,1,21,0.8,185,8,12,1301,8,6,12,fair,99
1928,0.5,yes,5,0,44,0.9,109,8,19,3828,9,4,12,excellent,339
1030,0.9,no,6,1,29,0.1,113,1,7,3762,5,4,12,excellent,339
712,0.5,no,6,0,27,0.5,86,2,11,2001,11,10,12,good,149
1322,1.7,yes,6,0,7,0.8,140,3,9,1418,19,17,12,good,162
1655,0.5,yes,6,1,4,0.1,105,3,12,673,10,3,12,sw_errors,35
1391,1.5,yes,6,1,39,0.9,88,3,18,2367,18,11,12,like_new,409
852,1.6,yes,6,1,54,0.4,147,5,7,1275,13,7,12,fair,47
1814,1.6,no,6,1,3,0.7,156,5,16,2489,9,3,12,excellent,289
1986,0.5,no,6,0,24,0.9,174,6,9,1707,5,3,12,fair,114
1538,2.3,no,6,1,13,0.2,121,7,7,1494,18,10,12,good,162
1034,2.7,yes,6,0,37,0.7,120,7,20,3625,17,1,12,like_new,498
1278,1.5,yes,6,0,64,0.2,146,8,13,339,6,1,12,like_new,409
915,1.1,no,6,0,56,0.6,187,8,17,905,19,10,12,fair,75
774,2.8,no,7,1,55,0.9,124,3,18,3916,8,1,12,like_new,498
767,0.8,no,7,1,10,0.5,107,4,12,2317,6,0,12,excellent,289
1265,1.5,no,7,0,49,0.7,182,5,16,1362,5,0,12,good,149
519,0.6,yes,7,1,45,0.1,186,7,11,1580,12,10,12,good,132
1871,2,no,7,1,20,0.1,81,7,14,2144,13,12,12,excellent,299
907,2.7,no,8,0,53,0.7,156,2,13,3469,8,5,12,like_new,399
1567,1.3,no,8,0,45,0.6,99,4,12,927,19,9,12,fair,75
1753,1.2,no,8,1,12,0.9,113,7,17,1445,17,16,12,good,149
1450,2.7,yes,9,0,19,0.6,131,1,17,575,15,9,12,sw_errors,55
733,0.5,yes,9,1,63,0.1,153,4,10,3003,12,9,12,good,223
610,1.6,yes,9,0,52,0.4,90,4,19,3472,10,4,12,like_new,409
652,2.4,yes,9,1,17,0.7,173,5,11,1974,12,10,12,sw_errors,49
1095,1.8,yes,9,0,47,0.3,152,6,15,1334,12,2,12,good,149
764,1,yes,9,1,45,0.5,124,8,11,1341,19,1,12,sw_errors,35
630,2,no,9,1,14,0.5,180,8,13,1212,12,8,12,sw_errors,49
1325,1.3,yes,10,1,33,0.9,165,1,12,726,10,2,12,fair,75
1125,2.7,no,10,0,23,0.4,117,1,14,1641,14,8,12,good,179
1175,0.6,no,10,0,25,0.1,145,2,12,3153,9,4,12,good,259
725,0.5,no,10,0,61,0.8,108,3,17,3074,7,6,12,excellent,309
864,2.5,no,10,1,24,0.7,148,4,15,3964,13,8,12,like_new,498
1417,0.5,no,10,1,45,0.9,166,4,19,2129,13,9,12,good,132
576,2.5,yes,10,0,57,0.7,179,5,15,2522,11,5,12,excellent,299
1097,0.8,no,10,1,21,0.1,160,7,15,2219,15,6,12,good,263
906,3,no,10,1,14,0.5,83,8,15,1761,17,11,12,good,189
1552,1.2,no,10,1,53,0.3,180,8,18,2606,13,6,12,good,263
1628,1.8,yes,11,0,56,0.1,136,2,13,3358,17,11,12,like_new,409
1297,0.5,yes,12,0,17,0.1,196,1,14,3652,19,4,12,like_new,399
1128,1.4,no,12,0,53,0.4,84,5,14,2982,14,9,12,like_new,409
1733,1.9,yes,14,0,28,0.8,104,3,15,2246,18,6,12,good,162
936,0.5,yes,14,1,14,0.1,164,3,17,3761,13,1,12,excellent,339
1256,0.5,no,15,1,51,0.6,83,2,18,2213,13,9,12,fair,149
1667,2.5,no,17,0,5,0.8,119,3,20,1496,13,9,12,fair,149
1137,1,no,18,0,7,1,196,3,19,3616,13,5,12,like_new,409
1703,0.5,no,0,1,22,0.6,192,1,0,1046,5,4,13,parts_only,35
1384,2.2,yes,0,0,49,0.7,189,1,0,1387,13,3,13,fair,92
797,1.4,yes,0,1,9,0.1,104,1,14,1043,13,11,13,fair,75
1895,0.5,yes,0,1,62,0.9,99,2,0,2563,10,8,13,good,223
1566,0.5,yes,0,0,20,0.5,126,2,0,659,14,9,13,good,149
1655,2,no,0,0,23,0.6,192,2,1,1872,11,9,13,good,162
1358,1.7,no,0,0,60,0.6,147,3,1,440,14,10,13,parts_only,47
1395,1.8,yes,0,0,23,0.1,111,3,1,2571,11,0,13,excellent,279
1365,0.6,no,0,1,31,0.3,125,4,0,1300,14,7,13,parts_only,35
1858,3,yes,0,0,17,0.6,124,4,1,2427,16,11,13,excellent,299
1524,1.8,yes,0,0,10,0.6,174,4,1,2678,16,5,13,excellent,279
686,2.7,yes,0,0,36,0.1,194,4,1,1503,10,0,13,parts_only,57
1428,1.6,no,0,0,7,0.1,153,4,2,1808,12,8,13,good,159
643,2.6,no,0,1,8,0.3,115,4,4,3740,8,7,13,like_new,399
654,1.3,no,0,1,52,0.7,196,4,4,1036,17,4,13,fair,139
1796,0.5,no,0,0,44,0.2,169,4,4,1378,12,0,13,good,114
1662,0.5,no,0,1,61,0.8,126,4,13,3760,9,5,13,like_new,409
846,2.6,no,0,1,58,0.1,123,4,15,2248,16,8,13,excellent,279
1027,2.2,no,0,0,63,0.8,102,5,4,1732,8,5,13,good,162
1571,1.4,no,0,1,19,0.1,100,6,1,666,12,10,13,fair,75
1778,0.5,no,0,1,23,0.5,101,6,11,3941,19,6,13,excellent,339
1719,2.1,no,0,1,63,0.7,189,7,2,1669,14,0,13,good,149
1018,0.6,yes,0,1,25,0.8,152,7,2,732,12,8,13,fair,69
1602,1.6,yes,0,1,35,0.1,99,7,7,1829,18,17,13,excellent,279
748,1.4,no,0,0,25,1,110,7,14,1974,17,5,13,good,149
613,2.5,no,0,0,53,0.4,200,8,0,1509,19,18,13,fair,99
1593,1,no,0,1,52,0.7,130,8,0,1354,15,13,13,good,149
1004,1.6,yes,0,1,30,1,160,8,1,1012,7,4,13,fair,83
1151,2.9,yes,0,0,31,0.6,128,8,1,2377,18,8,13,excellent,299
1439,0.5,yes,0,0,50,0.7,182,8,1,805,8,5,13,parts_only,35
1811,2.9,no,0,0,33,0.2,132,8,2,2610,8,3,13,like_new,498
1028,2.8,no,1,1,30,0.1,193,1,10,1424,18,4,13,good,149
911,2.2,yes,1,1,28,0.5,182,2,2,2638,8,4,13,good,162
1657,1.9,no,1,1,40,0.2,170,3,6,841,13,10,13,fair,49
1156,2.7,yes,1,1,30,0.9,173,3,16,2735,16,15,13,excellent,282
1407,2.4,no,1,1,22,0.7,104,4,4,2192,9,7,13,excellent,279
989,2.6,yes,1,0,14,0.2,148,4,11,507,13,10,13,fair,99
1333,1.8,yes,1,0,45,0.6,128,5,5,2585,7,1,13,good,162
