AppID,Name,Developer,Publisher,Genre,Categories,Owners,Positive_Reviews,Negative_Reviews,Price_USD,Initial_Price_USD,Discount_Percent,Peak_Concurrent_Players,Platforms,Release_Date,Required_Age,Avg_Rating_5,Playability_Index_10
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",Strategy,"Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet","2,000,000 .. 5,000,000",87345,2497,4.99,4.99,0,6301,"windows, mac",5/5/2009,0,2.1,5.66
3600,Escape Rosecliff Island,SpinTop Games,"PopCap Games, Inc.",Casual,Single-player,"50,000 .. 100,000",153,75,4.99,4.99,0,5,"windows, mac",4/15/2009,0,2.23,2.84
3610,Mystery P.I. - Lost in Los Angeles,SpinTop Games,"PopCap Games, Inc.",Casual,Single-player,"20,000 .. 50,000",28,7,4.99,4.99,0,1,windows,7/27/2009,0,4.78,1.46
3620,Zuma's Revenge!,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts","Action, Casual","Single-player, Stats, Steam Achievements","100,000 .. 200,000",1491,82,4.99,4.99,0,193,windows,9/15/2009,0,2.64,9.11
3700,Sniper Elite,Rebellion,Rebellion,Action,"Single-player, Steam Trading Cards","500,000 .. 1,000,000",2171,651,7.99,7.99,0,28,windows,7/16/2009,0,2.13,8.53
3710,Judge Dredd: Dredd vs. Death,Rebellion,Rebellion,Action,"Multi-player, Single-player, Co-op","50,000 .. 100,000",818,117,7.99,7.99,0,1,windows,3/26/2009,0,3.1,1.28
3720,Evil Genius,Elixir Studios,Rebellion,Strategy,Single-player,"200,000 .. 500,000",3122,200,9.99,9.99,0,31,windows,6/22/2009,0,4.97,7.22
3730,Aliens versus Predator Classic 2000,Rebellion,Rebellion,Action,"Multi-player, Single-player","200,000 .. 500,000",1976,279,4.99,4.99,0,6,windows,1/15/2010,0,2.56,7.57
3800,Advent Rising,"GlyphX Games, Cavetap",Ziggurat,Action,"Single-player, Steam Trading Cards","50,000 .. 100,000",365,99,9.99,9.99,0,0,windows,9/14/2006,0,4.14,7.84
3810,BloodRayne (Legacy),Terminal Reality,Ziggurat,Action,"Single-player, Steam Trading Cards","50,000 .. 100,000",467,127,0,0,0,0,windows,9/14/2006,0,4.49,4.03
3820,BloodRayne 2 (Legacy),Terminal Reality,Ziggurat,Action,"Single-player, Steam Trading Cards","50,000 .. 100,000",315,121,0,0,0,0,windows,9/14/2006,0,4.19,5.97
3830,Psychonauts,Double Fine Productions,Double Fine Productions,Action,"Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet","2,000,000 .. 5,000,000",14152,717,9.99,9.99,0,82,"windows, mac, linux",10/11/2006,0,3.54,5.36
3900,Sid Meier's Civilization IV,Firaxis Games,2K,Strategy,"Multi-player, Single-player, Includes level editor","1,000,000 .. 2,000,000",2548,195,19.99,19.99,0,862,"windows, mac",10/25/2006,0,2.05,8
3910,Sid Meier's Civilization III Complete,Firaxis Games,2K,Strategy,"Multi-player, Single-player, Includes level editor","1,000,000 .. 2,000,000",5199,631,4.99,4.99,0,1866,windows,10/25/2006,0,2.75,7.28
3920,Sid Meier's Pirates!,Firaxis Games,2K,RPG,Single-player,"200,000 .. 500,000",5155,308,9.99,9.99,0,107,windows,7/11/2005,0,4.31,9.99
3980,CivCity: Rome,"FireFly Studios, Firaxis Games",2K,Strategy,Single-player,"100,000 .. 200,000",444,169,9.99,9.99,0,25,windows,4/6/2007,0,4.59,2.78
3990,Civilization IV: Warlords,Firaxis Games,2K,Strategy,Single-player,"500,000 .. 1,000,000",326,30,4.99,4.99,0,206,"windows, mac",4/6/2007,0,4.88,4.39
4000,Garry's Mod,Facepunch Studios,Valve,"Indie, Simulation","Multi-player, Single-player, Valve Anti-Cheat enabled, Co-op, Captions available, Includes level editor, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Online PvP, Online Co-op, Remote Play on Tablet, LAN PvP, LAN Co-op, PvP","20,000,000 .. 50,000,000",861240,29998,9.99,9.99,0,39043,"windows, mac, linux",11/29/2006,0,3.69,2.13
4100,Poker Superstars II,Funkitron,Funkitron,"Casual, Strategy, Indie",Single-player,"0 .. 20,000",6,7,9.99,9.99,0,0,windows,10/5/2006,0,3.44,9.44
4230,RACE - The WTCC Game,SimBin,SimBin,Racing,"Multi-player, Single-player","20,000 .. 50,000",135,51,39.99,39.99,0,1,windows,11/24/2006,0,3.98,9.1
4290,RACE: Caterham Expansion,SimBin,SimBin,Racing,"Multi-player, Single-player","0 .. 20,000",6,6,4.99,4.99,0,0,windows,6/22/2007,0,3.83,6.11
4300,RoboBlitz,Naked Sky Entertainment,Naked Sky Entertainment,"Action, Indie","Single-player, Includes level editor, Partial Controller Support","20,000 .. 50,000",57,19,9.99,9.99,0,1,windows,11/7/2006,0,4.72,9.46
4420,Silverfall,Monte Cristo,Focus Entertainment,RPG,Single-player,"20,000 .. 50,000",77,50,4.99,4.99,0,1,windows,3/20/2007,0,3.23,6.58
4460,City Life 2008,Monte Cristo,Focus Entertainment,"Simulation, Strategy",Single-player,"20,000 .. 50,000",133,43,9.99,9.99,0,4,windows,9/29/2008,0,3.74,6.77
4470,Silverfall: Earth Awakening,Monte Cristo,Focus Entertainment,RPG,"Multi-player, Single-player","20,000 .. 50,000",52,22,9.99,9.99,0,3,windows,7/18/2008,0,3.07,5.2
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,GSC Game World,"Action, RPG","Multi-player, Single-player, Steam Cloud, Online PvP, LAN PvP, PvP","1,000,000 .. 2,000,000",30213,1777,19.99,19.99,0,444,windows,3/20/2007,0,2.36,4.13
4520,Full Spectrum Warrior,Pandemic Studios,THQ Nordic,"Action, Strategy","Multi-player, Single-player, Co-op","50,000 .. 100,000",163,79,9.99,9.99,0,4,windows,7/17/2007,0,3.06,6.89
4530,Full Spectrum Warrior: Ten Hammers,Pandemic Studios,THQ Nordic,"Action, Strategy","Multi-player, Single-player, Co-op","50,000 .. 100,000",125,53,9.99,9.99,0,1,windows,7/17/2007,0,4.18,3.32
4560,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,"Action, Strategy","Multi-player, Single-player, Steam Cloud, Steam Trading Cards, Steam Workshop","2,000,000 .. 5,000,000",5929,405,19.99,19.99,0,118,windows,7/17/2007,15,2.41,4.08
4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",Relic Entertainment,SEGA,Strategy,"Multi-player, Single-player, Steam Cloud, Steam Trading Cards","1,000,000 .. 2,000,000",7669,396,12.99,12.99,0,180,windows,8/7/2007,15,4.72,4.17
4580,"Warhammer 40,000: Dawn of War - Dark Crusade",Relic Entertainment,SEGA,Strategy,"Multi-player, Single-player, Steam Cloud","1,000,000 .. 2,000,000",6554,234,12.99,12.99,0,457,windows,11/7/2008,15,4.28,6.63
4700,Total War: MEDIEVAL II – Definitive Edition,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Strategy,"Multi-player, Single-player, Steam Trading Cards","1,000,000 .. 2,000,000",25187,1085,24.99,24.99,0,5059,"windows, mac, linux",11/15/2006,0,2.67,4.12
4720,Condemned: Criminal Origins,Monolith,SEGA,Action,Single-player,"200,000 .. 500,000",2561,396,14.95,14.95,0,15,windows,10/29/2012,15,2.62,5.65
4760,Rome: Total War - Collection,CREATIVE ASSEMBLY,SEGA,Strategy,"Multi-player, Single-player, Steam Trading Cards","1,000,000 .. 2,000,000",13807,799,0,0,0,1303,windows,8/28/2007,0,2.79,5.44
4770,Rome: Total War - Alexander,The Creative Assembly,SEGA,Strategy,"Multi-player, Single-player","500,000 .. 1,000,000",562,190,0,0,0,21,windows,8/28/2007,0,2.14,9.25
4780,Medieval II: Total War Kingdoms,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Strategy,"Multi-player, Single-player","200,000 .. 500,000",601,34,24.99,24.99,0,0,"windows, mac, linux",8/28/2007,0,2.77,0.33
4800,Heroes of Annihilated Empires,GSC Game World,GSC Game World,Strategy,"Multi-player, Single-player","100,000 .. 200,000",491,83,7.99,7.99,0,10,windows,11/22/2006,0,4.86,0.5
4850,Cossacks: Back to War,GSC Game World,GSC World Publishing,Strategy,"Multi-player, Single-player","200,000 .. 500,000",1934,251,4.99,4.99,0,226,windows,9/2/2010,0,2.66,7.02
4870,Cossacks: Art of War,GSC Game World,GSC World Publishing,Strategy,Single-player,"20,000 .. 50,000",209,47,4.99,4.99,0,8,windows,8/26/2011,0,3.22,0.99
4880,Cossacks: European Wars,GSC Game World,GSC World Publishing,Strategy,Single-player,"100,000 .. 200,000",320,120,4.99,4.99,0,12,windows,8/26/2011,0,3.72,8.74
4890,Cossacks II: Battle for Europe,GSC Game World,GSC World Publishing,Strategy,"Multi-player, Single-player, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP","100,000 .. 200,000",647,176,4.99,4.99,0,54,windows,8/26/2011,0,4.32,4.86
4900,Zen of Sudoku,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Casual, Indie",Single-player,"20,000 .. 50,000",213,29,0,0,0,6,windows,12/14/2006,0,3.39,3.79
4920,Natural Selection 2,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Action, Indie, Strategy","Multi-player, Valve Anti-Cheat enabled, Includes level editor, Steam Achievements, Steam Cloud, Steam Trading Cards, Steam Workshop, Online PvP, PvP","1,000,000 .. 2,000,000",10670,1825,9.99,9.99,0,159,windows,10/30/2012,0,2.56,0.39
6000,STAR WARS Republic Commando,LucasArts,"LucasArts, Lucasfilm, Disney",Action,"Multi-player, Single-player, Steam Cloud, Shared/Split Screen PvP, Remote Play Together, PvP","1,000,000 .. 2,000,000",12620,577,9.99,9.99,0,52,windows,7/8/2009,0,3.87,9.53
6010,Indiana Jones and the Fate of Atlantis,LucasArts,"LucasArts, Lucasfilm, Disney",Adventure,"Single-player, Steam Cloud","200,000 .. 500,000",1036,61,5.99,5.99,0,18,"windows, mac",7/8/2009,0,2.73,3.37
6020,STAR WARS Jedi Knight - Jedi Academy,Raven Software,"LucasArts, Lucasfilm, Disney",Action,"Multi-player, Single-player, Partial Controller Support, Steam Cloud, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP","1,000,000 .. 2,000,000",11318,460,9.99,9.99,0,139,"windows, mac",9/16/2009,0,2.46,6.23
6030,STAR WARS Jedi Knight II - Jedi Outcast,Raven Software,"LucasArts, Lucasfilm, Disney",Action,"Multi-player, Single-player, Partial Controller Support, Steam Cloud, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP","500,000 .. 1,000,000",3648,350,9.99,9.99,0,41,"windows, mac",9/16/2009,0,4.39,1.55
6040,The Dig,LucasArts,LucasArts,Adventure,"Single-player, Steam Cloud","100,000 .. 200,000",890,79,5.99,5.99,0,5,"windows, mac",7/8/2009,0,4.28,5.98
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",Action,"Multi-player, Single-player, Partial Controller Support, Steam Cloud, Online PvP, PvP","2,000,000 .. 5,000,000",45517,2783,9.99,9.99,0,271,windows,7/8/2009,0,4.94,3.29
6080,Thrillville: Off the Rails,Frontier,LucasArts,"Action, Adventure, Racing, Simulation, Strategy","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Cloud, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP","20,000 .. 50,000",612,50,9.99,9.99,0,10,windows,7/8/2009,0,2.01,6.18
6090,Armed and Dangerous,Planet Moon Studios,"LucasArts, Lucasfilm, Disney",Action,"Single-player, Steam Cloud","20,000 .. 50,000",222,20,5.99,5.99,0,1,windows,7/8/2009,0,3.81,3.6
6120,Shank,Klei Entertainment,Klei Entertainment,"Action, Indie","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Remote Play on TV, Remote Play Together","200,000 .. 500,000",2726,315,9.99,9.99,0,12,"windows, mac, linux",10/25/2010,0,4.23,6.36
6200,Ghost Master,Sick Puppies,Strategy First,Strategy,Single-player,"100,000 .. 200,000",1453,180,0.99,4.99,80,11,windows,12/21/2006,0,2.55,1.25
6220,FlatOut,Bugbear Entertainment,Strategy First,Racing,"Multi-player, Single-player","200,000 .. 500,000",3673,301,7.49,7.49,0,21,windows,2/2/2007,0,2.99,5.27
6270,Ducati World Championship,Artematica Entertainment,Strategy First,Racing,"Multi-player, Single-player","20,000 .. 50,000",85,106,4.99,4.99,0,0,windows,9/21/2007,0,3.95,9.75
6300,Dreamfall: The Longest Journey,Funcom,Funcom,"Adventure, RPG",Single-player,"200,000 .. 500,000",826,155,19.99,19.99,0,12,windows,1/12/2007,0,3.46,2.47
6310,The Longest Journey,Funcom,Funcom,"Action, Adventure, RPG",Single-player,"200,000 .. 500,000",1604,161,9.99,9.99,0,12,windows,5/1/2007,0,3.83,7.87
6370,Bloodline Champions,Stunlock Studios,Stunlock Studios,"Action, Free to Play, Massively Multiplayer","Multi-player, Single-player, MMO","500,000 .. 1,000,000",1408,242,0,0,0,2,windows,10/28/2011,0,4.62,9.55
6400,Joint Task Force,Most Wanted Entertainment,HD Publishing,"Action, Strategy","Multi-player, Single-player, Co-op, Shared/Split Screen, Remote Play Together","20,000 .. 50,000",213,30,7.99,7.99,0,4,windows,3/27/2007,0,3.5,7.59
6420,Nexus - The Jupiter Incident,Mithis Games,HandyGames,"Indie, Simulation, Strategy","Multi-player, Single-player, Includes level editor","100,000 .. 200,000",724,126,1.99,9.99,80,10,windows,7/3/2007,0,4.01,9.01
6510,Lost Planet: Extreme Condition,"CAPCOM Co., Ltd.",Capcom,"Action, Adventure","Multi-player, Single-player, Valve Anti-Cheat enabled, Partial Controller Support","200,000 .. 500,000",1151,276,14.99,14.99,0,5,windows,6/26/2007,0,4.3,2.02
6550,Devil May Cry 3 Special Edition,"CAPCOM Co., Ltd.",Capcom,Action,"Single-player, Partial Controller Support","200,000 .. 500,000",2030,1351,19.99,19.99,0,12,windows,6/12/2007,0,4.5,5.16
6600,Bullet Candy,R C Knight,"Codemasters, Electronic Arts","Casual, Indie","Single-player, Steam Achievements","50,000 .. 100,000",42,38,3.99,3.99,0,1,windows,2/14/2007,0,3.64,1.58
6800,Commandos: Behind Enemy Lines,Pyro Studios,Kalypso Media Digital,Action,"Multi-player, Single-player, Co-op","500,000 .. 1,000,000",2749,331,4.99,4.99,0,58,windows,3/15/2007,0,4.06,5.05
6810,Commandos: Beyond the Call of Duty,Pyro Studios,Kalypso Media Digital,Action,"Multi-player, Single-player, Co-op","500,000 .. 1,000,000",728,101,4.99,4.99,0,34,windows,3/15/2007,0,2.43,8.15
6830,Commandos 2: Men of Courage,Pyro Studios,Kalypso Media Digital,Strategy,"Multi-player, Single-player, Co-op","200,000 .. 500,000",2021,342,4.99,4.99,0,45,windows,3/15/2007,0,4.24,9.68
6840,Commandos 3: Destination Berlin,Pyro Studios,Kalypso Media Digital,Action,"Multi-player, Single-player, Co-op","500,000 .. 1,000,000",613,353,4.99,4.99,0,14,windows,3/15/2007,0,2.77,5.07
6850,Hitman 2: Silent Assassin,Io-Interactive A/S,Io-Interactive A/S,Action,"Single-player, Steam Cloud","1,000,000 .. 2,000,000",2566,475,8.99,8.99,0,16,windows,3/15/2007,15,2.76,4.48
6860,Hitman: Blood Money,Io-Interactive A/S,Io-Interactive A/S,Action,"Single-player, Steam Cloud","1,000,000 .. 2,000,000",10075,615,9.99,9.99,0,92,windows,3/15/2007,15,3.52,8.42
6870,Battlestations: Midway,Eidos Interactive,Square Enix,Action,Single-player,"500,000 .. 1,000,000",611,180,6.99,6.99,0,8,windows,3/15/2007,0,2.64,9.4
6880,Just Cause,Avalanche Studios,Square Enix,Action,Single-player,"1,000,000 .. 2,000,000",2837,1406,6.99,6.99,0,12,windows,3/15/2007,15,3.14,9.55
6900,Hitman: Codename 47,IO Interactive A/S,IO Interactive A/S,Action,"Single-player, Steam Cloud","1,000,000 .. 2,000,000",2131,805,7.99,7.99,0,11,windows,3/15/2007,15,2.43,8.67
6910,Deus Ex: Game of the Year Edition,Ion Storm,Square Enix,Action,"Multi-player, Single-player","1,000,000 .. 2,000,000",11392,614,6.99,6.99,0,54,windows,3/29/2007,15,4.52,5.29
6920,Deus Ex: Invisible War,Ion Storm,Square Enix,Action,Single-player,"1,000,000 .. 2,000,000",1067,807,6.99,6.99,0,8,windows,3/29/2007,15,4.21,6.96
6980,Thief: Deadly Shadows,Ion Storm,Square Enix,Action,Single-player,"500,000 .. 1,000,000",1721,374,8.99,8.99,0,12,windows,3/29/2007,0,2.66,2.47
7000,Tomb Raider: Legend,Crystal Dynamics,Square Enix,"Action, Adventure","Single-player, Partial Controller Support","200,000 .. 500,000",3608,480,6.99,6.99,0,42,windows,3/29/2007,0,4.64,5.09
7010,Project: Snowblind,Crystal Dynamics,Square Enix,Action,"Multi-player, Single-player","100,000 .. 200,000",395,128,5.99,5.99,0,1,windows,3/29/2007,0,4.2,8.07
7020,Rogue Trooper,Rebellion,Rebellion,Action,"Multi-player, Single-player, Co-op","50,000 .. 100,000",362,24,9.99,9.99,0,0,windows,3/29/2007,0,3.71,4.65
7110,Jade Empire: Special Edition,BioWare,"BioWare, Electronic Arts",RPG,"Single-player, Partial Controller Support","200,000 .. 500,000",1226,414,14.99,14.99,0,8,windows,2/27/2007,0,3.95,0.49
7200,Trackmania United Forever,Nadeo,Ubisoft,Racing,"Multi-player, Single-player, Includes level editor","200,000 .. 500,000",1932,109,29.99,29.99,0,128,windows,4/16/2008,0,4.93,2.8
7210,"Runaway, A Road Adventure",Pendulo Studios,Focus Entertainment,Adventure,Single-player,"100,000 .. 200,000",428,137,4.99,4.99,0,2,windows,3/14/2007,0,4.84,9.2
7220,"Runaway, The Dream of The Turtle",Pendulo Studios,Focus Entertainment,Adventure,Single-player,"50,000 .. 100,000",153,128,4.99,4.99,0,9,windows,3/14/2007,0,3.19,7.45
7260,Loki,Cyanide Studios,Disney,RPG,"Multi-player, Single-player","20,000 .. 50,000",118,74,9.99,9.99,0,2,windows,11/5/2007,0,4.35,4.92
7340,Azada,Big Fish Games,Big Fish Games,"Casual, Indie",Single-player,"0 .. 20,000",21,8,9.99,9.99,0,0,windows,4/21/2010,0,3.69,1.78
7510,X-Blades,Gaijin Entertainment,Topware Interactive,"Nudity, Violent, Action, Adventure, RPG","Single-player, Partial Controller Support, Steam Trading Cards","500,000 .. 1,000,000",1875,1151,3.99,9.99,60,3,"windows, mac, linux",4/30/2009,0,4.53,5.23
7520,Two Worlds II HD,Reality Pump Studios,"Topware Interactive, ACE",RPG,"Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, In-App Purchases, Online PvP, Online Co-op, Remote Play on TV, PvP","500,000 .. 1,000,000",3813,2397,19.99,19.99,0,50,"windows, mac",2/3/2011,0,2.76,3.33
7530,Two Worlds II Castle Defense,Reality Pump Studios,Topware Interactive,Strategy,"Single-player, Steam Cloud, Steam Trading Cards","200,000 .. 500,000",295,288,2.49,9.99,75,4,"windows, mac",6/14/2011,0,4.65,2.64
7600,Sid Meier's Railroads!,"Firaxis Games, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",Strategy,"Multi-player, Single-player","500,000 .. 1,000,000",1879,798,9.99,9.99,0,146,"windows, mac",5/4/2007,0,3.78,5.46
7650,X-COM: Terror From the Deep,"MicroProse Software, Inc",2K,Strategy,Single-player,"500,000 .. 1,000,000",636,59,4.99,4.99,0,30,windows,5/4/2007,0,3.87,9.22
7660,X-COM: Apocalypse,"MicroProse Software, Inc",2K,Strategy,Single-player,"500,000 .. 1,000,000",663,84,4.99,4.99,0,20,windows,9/4/2008,0,4.48,1.53
7670,BioShock,"2K Boston, 2K Australia",2K,"Action, RPG","Single-player, Partial Controller Support","2,000,000 .. 5,000,000",26543,1624,4.99,19.99,75,67,windows,8/21/2007,0,3.05,8.81
7730,X-COM: Interceptor,"MicroProse Software, Inc",2K,Strategy,"Multi-player, Single-player","100,000 .. 200,000",86,75,4.99,4.99,0,3,windows,9/4/2008,0,3.64,5.53
7760,X-COM: UFO Defense,"MicroProse Software, Inc",2K,Strategy,Single-player,"500,000 .. 1,000,000",3083,170,4.99,4.99,0,54,windows,9/4/2008,0,3.37,9.85
7770,X-COM: Enforcer,"MicroProse Software, Inc",2K,Strategy,"Multi-player, Single-player","100,000 .. 200,000",195,166,4.99,4.99,0,2,windows,9/4/2008,0,2.38,9.2
7800,Stubbs the Zombie in Rebel Without a Pulse,Aspyr,Aspyr,Action,"Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together","100,000 .. 200,000",1396,202,19.99,19.99,0,22,windows,3/16/2021,0,3.3,5.18
7830,Men of War,"Best Way, Digitalmindsoft",Fulqrum Publishing,Strategy,"Multi-player, Single-player, Includes level editor, Steam Cloud","200,000 .. 500,000",2626,311,4.99,4.99,0,52,windows,5/6/2009,0,4.39,6.39
7840,Death Track: Resurrection,Sky Fallen,Fulqrum Publishing,Racing,"Single-player, Steam Cloud","50,000 .. 100,000",76,54,2.99,2.99,0,0,windows,5/6/2009,0,2.59,1
7860,NecroVision,The Farm 51,Fulqrum Publishing,Action,"Multi-player, Single-player, Steam Cloud","100,000 .. 200,000",886,416,4.99,4.99,0,7,windows,5/20/2009,0,4.29,8.04
7940,Call of Duty 4: Modern Warfare,Infinity Ward,Activision,Action,"Multi-player, Single-player","2,000,000 .. 5,000,000",17626,1254,19.99,19.99,0,543,"windows, mac",11/21/2007,0,2.88,2.84
8000,Tomb Raider: Anniversary,Crystal Dynamics,Square Enix,"Action, Adventure","Single-player, Partial Controller Support","500,000 .. 1,000,000",4263,918,8.99,8.99,0,56,windows,6/5/2007,0,3.12,2.73
