,Company Name,Employee Job Title,Employee Gender,Employee Age,Employee Physical Location,Employee Work Location,Retention Priority,Employee Salary,Employment Status,"Last Performance Rating (5=best, 1=worst)",Retained
325,Uber,Data Analyst,f,19,Dubai,hybrid,4,539000,Part-Time,0.6,0
326,Google,Test Engineer,f,32,Bombay,hybrid,4,95000,Full Time,1.6,1
327,Cognizant,Front End Developer,f,36,Munich,onsite,3,29000,Full Time,2.0,1
328,Mastercard,Test Engineer,m,21,Sydney,hybrid,3,690000,Full Time,4.3,1
329,Infosys,Android Developer,m,47,Tokyo,onsite,5,744000,Full Time,3.9,1
330,Mastercard,Software Development Engineer,m,23,Dubai,remote,4,741000,Part-Time,2.0,1
331,Infosys,Software Development Engineer,f,30,Bombay,remote,3,918000,Part-Time,0.5,0
332,Wipro,Python Developer,f,29,Sydney,onsite,3,611000,Intern,3.3,1
333,Cognizant,Back End Developer,f,32,Manchester,remote,2,821000,Full Time,1.6,0
334,Wipro,Research Engineer,m,37,Moscow,onsite,4,334000,Full Time,0.6,1
335,Uber,Full Stack Developer,other,51,California,remote,5,269000,Full Time,4.1,1
336,Cognizant,Research Engineer,m,48,Sydney,hybrid,3,434000,Full Time,0.2,1
337,Apple,Back End Developer,m,51,Tokyo,onsite,4,15000,Full Time,2.3,0
338,Google,Front End Developer,f,19,Dubai,hybrid,4,986000,Full Time,2.6,1
339,Uber,Data Analyst,m,50,Dubai,hybrid,3,476000,Part-Time,0.5,0
340,Apple,Test Engineer,other,47,Munich,hybrid,1,330000,Full Time,2.4,1
341,Microsoft,Test Engineer,other,30,Bombay,onsite,1,777000,Full Time,3.4,1
342,Google,IOS Developer,f,50,California,remote,5,545000,Full Time,0.7,0
343,Apple,Full Stack Developer,m,45,Munich,remote,3,152000,Full Time,0.0,0
344,Wipro,Test Engineer,other,47,New York,remote,2,61000,Full Time,2.4,1
345,IBM,IOS Developer,m,32,New York,remote,1,176000,Full Time,1.3,1
346,Microsoft,Test Engineer,f,39,Dubai,hybrid,1,503000,Full Time,3.7,1
347,Mastercard,Research Engineer,m,52,Dubai,onsite,1,328000,Intern,0.2,0
348,Google,Front End Developer,f,43,Manchester,onsite,1,263000,Part-Time,4.0,1
349,Google,Full Stack Developer,f,43,Manchester,remote,2,998000,Intern,4.0,1
350,Mastercard,Back End Developer,other,47,Manchester,hybrid,5,221000,Intern,4.0,0
351,Infosys,Python Developer,m,29,California,onsite,5,206000,Part-Time,4.9,1
352,Google,Research Engineer,other,38,Manchester,onsite,2,359000,Intern,3.9,0
353,Wipro,Front End Developer,other,18,California,remote,2,428000,Full Time,3.2,1
354,Infosys,Data Analyst,m,24,Munich,onsite,4,52000,Intern,0.5,0
355,Infosys,Python Developer,other,18,Dubai,onsite,3,937000,Intern,3.1,1
356,Amazon,Android Developer,f,25,Sydney,hybrid,1,870000,Intern,3.1,0
357,Wipro,IOS Developer,m,35,London,onsite,4,440000,Full Time,4.2,1
358,Mastercard,Software Development Engineer,other,21,Munich,remote,2,985000,Part-Time,4.9,1
359,Cognizant,IOS Developer,other,19,New York,hybrid,2,268000,Full Time,5.0,0
360,IBM,Front End Developer,other,50,Manchester,remote,4,166000,Part-Time,1.8,0
361,Wipro,Data Analyst,other,48,Sydney,hybrid,5,820000,Full Time,4.3,1
362,Microsoft,Android Developer,other,33,Moscow,onsite,3,896000,Part-Time,4.9,0
363,Mastercard,Research Engineer,other,53,Bombay,onsite,2,335000,Intern,0.5,0
364,Infosys,Data Analyst,other,32,California,remote,4,852000,Full Time,4.3,0
365,Apple,Front End Developer,f,25,Dubai,hybrid,1,188000,Part-Time,0.9,1
366,Cognizant,Software Development Engineer,other,28,Munich,remote,5,312000,Part-Time,2.9,0
367,Cognizant,Full Stack Developer,m,43,London,hybrid,2,325000,Full Time,3.8,1
368,Infosys,Python Developer,f,25,Sydney,remote,5,437000,Full Time,3.4,0
369,Microsoft,Android Developer,other,26,London,onsite,5,513000,Full Time,0.3,0
370,Wipro,Full Stack Developer,other,26,New York,remote,5,803000,Full Time,3.7,1
371,Cognizant,Front End Developer,other,38,London,onsite,5,460000,Intern,3.9,1
372,Uber,Android Developer,m,32,Dubai,onsite,3,627000,Part-Time,0.3,0
373,Amazon,Python Developer,other,35,Dubai,hybrid,4,414000,Intern,0.5,0
374,Microsoft,Test Engineer,f,53,New York,hybrid,1,168000,Intern,4.7,0
375,Mastercard,Full Stack Developer,f,35,Dubai,remote,5,719000,Intern,1.0,0
376,Cognizant,Back End Developer,other,31,Bombay,onsite,3,892000,Part-Time,1.9,1
377,Uber,Test Engineer,m,26,Moscow,hybrid,1,636000,Intern,3.7,1
378,Wipro,Back End Developer,m,21,Bombay,remote,3,13000,Part-Time,3.2,0
379,Amazon,Front End Developer,other,47,Bombay,remote,3,743000,Intern,1.4,1
380,Wipro,Software Development Engineer,f,52,Sydney,hybrid,4,339000,Part-Time,2.7,0
381,Uber,Android Developer,other,42,Manchester,remote,2,52000,Part-Time,3.0,1
382,Apple,IOS Developer,f,35,Manchester,remote,4,553000,Full Time,4.8,0
383,Microsoft,Research Engineer,m,33,Dubai,hybrid,2,324000,Part-Time,2.1,0
384,Cognizant,Software Development Engineer,other,21,Moscow,onsite,3,679000,Intern,3.7,1
385,Microsoft,IOS Developer,f,24,Manchester,onsite,1,298000,Full Time,1.1,0
386,Apple,Research Engineer,m,26,Sydney,onsite,1,342000,Part-Time,2.3,1
387,Amazon,Back End Developer,m,42,Manchester,hybrid,5,884000,Part-Time,3.6,0
388,IBM,Data Analyst,m,22,Dubai,hybrid,4,874000,Full Time,2.0,0
389,Uber,Android Developer,f,39,Sydney,remote,5,969000,Part-Time,2.3,1
390,Google,Full Stack Developer,other,43,New York,remote,1,247000,Full Time,3.9,1
391,Google,Data Analyst,f,55,California,remote,2,214000,Full Time,1.1,1
392,Apple,Software Development Engineer,other,21,Munich,hybrid,1,949000,Full Time,4.4,0
393,Apple,Data Analyst,m,28,Manchester,onsite,1,194000,Full Time,0.8,0
394,IBM,Back End Developer,m,30,California,onsite,4,296000,Part-Time,3.5,0
395,Mastercard,IOS Developer,f,40,Dubai,remote,5,846000,Full Time,0.1,0
396,Amazon,Android Developer,other,29,London,remote,4,991000,Full Time,1.1,1
397,Infosys,Full Stack Developer,other,35,California,hybrid,1,779000,Full Time,3.4,1
398,Cognizant,Research Engineer,other,42,Dubai,onsite,3,446000,Full Time,1.0,0
399,Infosys,Full Stack Developer,m,46,Bombay,hybrid,3,289000,Full Time,4.8,0
400,Apple,Front End Developer,other,47,Dubai,remote,5,64000,Full Time,3.0,0
401,Uber,Full Stack Developer,m,30,Sydney,onsite,5,540000,Part-Time,1.6,0
402,IBM,Software Development Engineer,m,47,New York,hybrid,1,1000,Full Time,1.3,1
403,Google,Python Developer,other,51,Dubai,onsite,2,594000,Full Time,1.8,1
404,Wipro,Front End Developer,other,49,California,remote,5,718000,Part-Time,1.7,0
405,Infosys,Data Analyst,f,35,London,hybrid,1,913000,Full Time,3.6,1
406,Infosys,Android Developer,f,44,Bombay,remote,3,300000,Intern,0.9,0
407,Mastercard,Android Developer,other,28,Dubai,hybrid,2,302000,Part-Time,2.4,1
408,Microsoft,Back End Developer,other,40,Munich,hybrid,2,478000,Intern,4.7,0
409,Mastercard,Test Engineer,f,43,New York,remote,3,230000,Part-Time,2.0,1
410,Google,Data Analyst,f,50,Tokyo,remote,4,804000,Part-Time,1.9,1
411,Mastercard,Android Developer,f,25,Munich,hybrid,4,493000,Full Time,2.6,0
412,Google,Front End Developer,f,36,Sydney,remote,4,237000,Full Time,3.4,1
413,Apple,Data Analyst,f,52,Sydney,hybrid,1,764000,Full Time,1.1,0
414,Google,Back End Developer,m,31,Dubai,onsite,4,359000,Full Time,2.0,1
415,Cognizant,Research Engineer,m,21,Manchester,onsite,4,917000,Part-Time,0.3,1
416,Google,Research Engineer,other,24,London,hybrid,1,241000,Full Time,1.3,1
417,Mastercard,Front End Developer,f,51,Moscow,onsite,4,171000,Full Time,3.1,0
418,Amazon,Full Stack Developer,f,52,Bombay,hybrid,1,277000,Part-Time,1.1,0
419,Cognizant,Front End Developer,other,55,California,onsite,2,905000,Full Time,2.6,1
420,Infosys,Full Stack Developer,other,46,California,hybrid,2,888000,Intern,3.8,0
421,Google,Software Development Engineer,other,34,Bombay,onsite,5,644000,Intern,4.5,0
422,Uber,Research Engineer,f,27,Moscow,onsite,5,345000,Full Time,4.2,1
423,Wipro,Back End Developer,f,33,California,onsite,2,864000,Intern,3.1,0
424,Cognizant,Back End Developer,m,20,Moscow,remote,3,544000,Part-Time,0.3,1
425,Amazon,Back End Developer,f,27,Bombay,hybrid,5,357000,Intern,4.9,1
426,Microsoft,Back End Developer,m,44,New York,onsite,4,712000,Intern,0.2,1
427,Mastercard,Back End Developer,other,22,New York,remote,4,570000,Intern,0.5,1
428,Infosys,Data Analyst,other,40,Bombay,onsite,3,345000,Part-Time,3.3,1
429,Amazon,IOS Developer,f,46,California,remote,4,81000,Part-Time,3.6,0
430,Wipro,IOS Developer,f,20,Moscow,remote,1,215000,Intern,4.7,1
431,Infosys,Software Development Engineer,f,32,New York,hybrid,1,843000,Full Time,1.7,0
432,Wipro,Back End Developer,m,33,Munich,onsite,5,289000,Full Time,2.3,0
433,Microsoft,Front End Developer,f,28,New York,remote,2,154000,Part-Time,2.3,1
434,Uber,Python Developer,other,52,Tokyo,onsite,4,874000,Full Time,3.2,0
435,Cognizant,Data Analyst,other,40,Sydney,onsite,2,312000,Part-Time,1.0,1
436,Infosys,Software Development Engineer,f,29,Sydney,hybrid,3,680000,Part-Time,4.1,0
437,Wipro,Android Developer,other,26,California,remote,1,937000,Part-Time,2.6,1
438,Amazon,Data Analyst,m,43,California,hybrid,4,189000,Full Time,2.7,0
439,Cognizant,Full Stack Developer,m,50,California,onsite,3,305000,Part-Time,1.9,1
440,Uber,Research Engineer,f,34,Manchester,hybrid,5,26000,Part-Time,0.9,0
441,Google,Android Developer,m,28,Manchester,onsite,4,505000,Part-Time,4.4,1
442,IBM,Python Developer,f,26,London,hybrid,4,705000,Part-Time,3.6,1
443,Mastercard,Data Analyst,m,26,London,remote,2,941000,Part-Time,4.1,1
444,Uber,Software Development Engineer,m,49,New York,hybrid,5,549000,Full Time,4.0,0
445,Amazon,Test Engineer,other,25,Dubai,onsite,4,876000,Intern,1.9,0
446,Amazon,Front End Developer,f,52,Munich,hybrid,2,699000,Intern,2.1,0
447,Apple,Python Developer,m,33,Bombay,hybrid,2,840000,Intern,0.1,0
448,Infosys,Back End Developer,m,54,Tokyo,remote,4,842000,Full Time,2.2,0
449,Cognizant,Python Developer,other,48,Sydney,onsite,3,519000,Intern,4.0,0
450,Google,Research Engineer,f,52,Moscow,onsite,2,538000,Full Time,0.1,1
451,Google,Test Engineer,f,49,Manchester,hybrid,3,174000,Full Time,2.1,0
452,Uber,Python Developer,other,33,London,onsite,4,191000,Full Time,1.9,1
453,Mastercard,Back End Developer,other,41,Tokyo,remote,2,893000,Full Time,0.6,1
454,Apple,Back End Developer,f,30,Moscow,remote,5,279000,Full Time,2.2,0
455,Infosys,Python Developer,m,49,London,hybrid,4,883000,Part-Time,2.6,0
456,IBM,Test Engineer,f,29,Bombay,remote,2,176000,Intern,0.5,1
457,Infosys,Front End Developer,other,21,Tokyo,onsite,1,524000,Full Time,1.2,0
458,Microsoft,Full Stack Developer,f,47,Munich,hybrid,2,791000,Part-Time,2.1,1
459,Uber,Python Developer,other,45,Bombay,remote,5,924000,Intern,0.8,0
460,Microsoft,Back End Developer,other,37,Bombay,onsite,2,571000,Intern,0.5,1
461,Google,Software Development Engineer,f,26,Sydney,hybrid,2,438000,Full Time,1.2,1
462,Microsoft,Data Analyst,other,21,Sydney,onsite,4,940000,Full Time,0.5,0
463,Uber,Research Engineer,f,32,London,hybrid,4,767000,Full Time,3.5,1
464,Infosys,Software Development Engineer,m,43,Moscow,onsite,3,958000,Full Time,4.5,1
465,Apple,Software Development Engineer,other,28,California,onsite,3,27000,Full Time,1.0,0
466,Uber,IOS Developer,f,47,Munich,onsite,4,528000,Full Time,2.4,0
467,Amazon,Data Analyst,other,40,Munich,hybrid,2,462000,Full Time,3.4,0
468,Google,Python Developer,other,49,New York,onsite,1,623000,Full Time,3.7,0
469,IBM,Back End Developer,f,44,Bombay,onsite,3,505000,Full Time,4.4,1
470,IBM,IOS Developer,m,42,London,onsite,1,398000,Part-Time,2.6,0
471,Cognizant,Back End Developer,m,20,California,remote,4,917000,Full Time,1.3,0
472,Amazon,IOS Developer,other,53,London,onsite,1,287000,Part-Time,0.5,0
473,Microsoft,Data Analyst,m,40,California,remote,2,896000,Intern,0.8,0
474,Amazon,Android Developer,other,26,Moscow,onsite,2,227000,Full Time,3.4,0
475,Apple,Data Analyst,m,36,Bombay,hybrid,2,373000,Intern,1.2,0
476,Microsoft,Full Stack Developer,f,37,Manchester,onsite,5,503000,Full Time,4.1,0
477,Google,Test Engineer,f,42,Tokyo,onsite,2,929000,Part-Time,0.2,1
478,Infosys,Android Developer,m,35,Sydney,hybrid,3,229000,Intern,1.6,0
479,Uber,Python Developer,other,23,Moscow,remote,3,22000,Full Time,4.9,1
480,Google,Android Developer,m,48,Dubai,hybrid,3,727000,Intern,2.7,1
481,IBM,Test Engineer,m,33,Munich,remote,2,324000,Full Time,4.5,0
482,Amazon,Android Developer,m,50,Munich,remote,4,523000,Full Time,3.4,0
483,Microsoft,Test Engineer,f,18,Sydney,remote,1,842000,Intern,3.3,1
484,Infosys,Android Developer,m,35,Bombay,remote,3,531000,Full Time,2.5,0
485,Amazon,Front End Developer,f,23,London,remote,3,345000,Full Time,3.6,0
486,Cognizant,Software Development Engineer,m,42,Bombay,hybrid,3,942000,Part-Time,3.4,1
487,Cognizant,Android Developer,other,53,London,remote,3,405000,Part-Time,2.9,1
488,Infosys,Test Engineer,other,43,New York,remote,2,113000,Intern,2.9,0
489,Infosys,Android Developer,f,55,Sydney,remote,4,671000,Intern,1.9,1
490,Mastercard,Research Engineer,other,38,Munich,hybrid,4,719000,Full Time,4.3,0
491,Apple,Android Developer,other,27,Bombay,hybrid,2,509000,Full Time,2.6,1
492,Apple,Python Developer,f,22,Bombay,hybrid,2,995000,Part-Time,3.5,1
493,Infosys,Data Analyst,other,43,Manchester,onsite,3,111000,Full Time,4.7,0
494,Cognizant,Research Engineer,other,55,Bombay,hybrid,1,376000,Part-Time,2.5,0
495,IBM,Full Stack Developer,other,32,New York,onsite,2,478000,Part-Time,1.7,1
496,Infosys,Data Analyst,f,32,London,hybrid,2,339000,Part-Time,3.4,1
497,Mastercard,Data Analyst,other,27,Manchester,remote,2,952000,Intern,2.4,1
498,IBM,IOS Developer,m,51,Manchester,onsite,1,254000,Part-Time,0.5,0
499,Apple,Software Development Engineer,m,52,London,hybrid,2,260000,Part-Time,4.3,0
500,IBM,Test Engineer,m,48,London,hybrid,4,238000,Full Time,4.9,0
501,Wipro,Front End Developer,f,32,Moscow,onsite,1,91000,Intern,4.5,0
502,IBM,Test Engineer,f,34,Manchester,onsite,1,949000,Full Time,3.7,0
503,IBM,Software Development Engineer,f,50,London,remote,5,768000,Full Time,1.3,0
504,Microsoft,Android Developer,f,55,Moscow,onsite,1,115000,Part-Time,1.6,1
505,Google,Research Engineer,f,38,Tokyo,remote,2,384000,Part-Time,0.9,1
506,IBM,Front End Developer,m,37,Dubai,hybrid,2,816000,Intern,5.0,1
507,Apple,Research Engineer,other,36,New York,onsite,4,365000,Full Time,4.4,1
508,Infosys,Research Engineer,f,28,Moscow,remote,2,614000,Full Time,5.0,0
509,IBM,Full Stack Developer,other,30,Moscow,hybrid,1,737000,Full Time,1.5,1
510,Google,Test Engineer,m,41,Manchester,onsite,1,339000,Intern,4.3,0
511,Amazon,Android Developer,m,41,Dubai,remote,4,89000,Full Time,1.7,1
512,IBM,Software Development Engineer,other,29,California,hybrid,5,58000,Full Time,1.5,1
513,Microsoft,Software Development Engineer,m,45,Dubai,remote,4,622000,Full Time,3.3,0
514,Cognizant,Back End Developer,f,37,Bombay,remote,5,173000,Part-Time,2.0,1
515,Google,Back End Developer,other,27,Bombay,hybrid,4,186000,Full Time,3.9,1
516,Mastercard,Data Analyst,f,43,London,onsite,1,12000,Intern,0.8,1
517,Wipro,Data Analyst,f,49,California,onsite,4,786000,Intern,1.3,0
518,Apple,Back End Developer,m,39,London,remote,2,184000,Full Time,4.3,0
519,Amazon,Back End Developer,m,33,Bombay,onsite,2,255000,Part-Time,0.8,1
520,Amazon,Front End Developer,other,36,Sydney,remote,5,325000,Full Time,3.5,1
521,Apple,Full Stack Developer,m,30,Moscow,remote,2,789000,Part-Time,3.2,1
522,Amazon,Full Stack Developer,other,31,Sydney,onsite,1,623000,Intern,1.7,0
523,Infosys,IOS Developer,other,32,California,remote,3,620000,Full Time,2.9,1
524,Apple,Python Developer,f,45,Moscow,onsite,1,666000,Part-Time,4.4,1
525,Microsoft,Full Stack Developer,f,43,California,remote,5,932000,Intern,4.3,1
526,Uber,Data Analyst,f,46,Manchester,onsite,3,520000,Part-Time,3.5,0
527,Mastercard,Software Development Engineer,m,41,London,onsite,5,275000,Full Time,1.7,1
528,Amazon,Android Developer,m,37,London,remote,2,113000,Full Time,4.0,0
529,Apple,Android Developer,other,45,Munich,hybrid,1,928000,Part-Time,3.7,0
530,IBM,Full Stack Developer,other,36,Dubai,onsite,1,829000,Full Time,1.1,0
531,Amazon,Software Development Engineer,m,52,Tokyo,remote,5,439000,Full Time,1.6,0
532,Amazon,Software Development Engineer,m,25,California,onsite,1,243000,Full Time,3.2,1
533,Microsoft,Research Engineer,other,37,London,onsite,5,288000,Part-Time,2.3,1
534,Google,Back End Developer,f,41,Bombay,onsite,2,492000,Intern,3.5,0
535,Wipro,Software Development Engineer,m,45,California,hybrid,3,717000,Full Time,2.5,0
536,Google,Data Analyst,m,44,Manchester,onsite,1,637000,Part-Time,0.5,1
537,Uber,Front End Developer,f,40,Tokyo,onsite,5,550000,Part-Time,2.0,0
538,Google,Android Developer,f,48,Tokyo,onsite,1,53000,Part-Time,4.7,0
539,Microsoft,Python Developer,other,40,Moscow,hybrid,3,912000,Intern,1.4,0
540,Amazon,Back End Developer,other,54,Manchester,onsite,5,752000,Full Time,2.7,0
541,Wipro,Android Developer,m,46,Manchester,onsite,4,473000,Part-Time,3.7,1
542,Infosys,Python Developer,other,55,California,hybrid,3,631000,Part-Time,1.7,0
543,Wipro,Back End Developer,other,20,Bombay,hybrid,2,429000,Intern,2.5,1
544,Cognizant,Front End Developer,m,20,Manchester,hybrid,2,289000,Part-Time,3.9,0
545,Amazon,Research Engineer,f,19,Dubai,hybrid,2,977000,Full Time,3.6,0
546,Mastercard,Python Developer,other,54,Bombay,hybrid,1,603000,Full Time,4.2,1
547,Google,Test Engineer,other,46,Sydney,hybrid,4,72000,Intern,0.2,0
548,IBM,Android Developer,other,29,London,remote,2,684000,Full Time,1.6,1
549,Cognizant,Front End Developer,m,38,London,remote,1,765000,Full Time,0.2,0
550,Wipro,Software Development Engineer,m,42,Moscow,onsite,2,584000,Full Time,0.8,1
551,IBM,Android Developer,other,47,Dubai,remote,1,918000,Part-Time,3.6,1
552,Cognizant,Full Stack Developer,m,51,New York,onsite,4,373000,Part-Time,4.9,0
553,Google,Front End Developer,other,39,California,onsite,2,101000,Full Time,1.1,1
554,Mastercard,Test Engineer,other,44,California,remote,2,763000,Part-Time,1.3,0
555,Uber,Back End Developer,m,55,New York,hybrid,3,983000,Intern,2.5,0
556,Mastercard,Python Developer,m,24,London,remote,2,64000,Part-Time,4.0,0
557,Cognizant,Software Development Engineer,other,22,Dubai,remote,4,418000,Part-Time,1.8,1
558,Wipro,Front End Developer,other,39,Manchester,onsite,4,882000,Full Time,1.1,0
559,Mastercard,IOS Developer,m,39,London,hybrid,2,940000,Intern,2.5,1
560,Apple,Front End Developer,m,50,California,onsite,5,599000,Intern,0.8,1
561,Wipro,Research Engineer,other,48,Sydney,remote,4,205000,Part-Time,2.5,1
562,Wipro,Back End Developer,f,46,Munich,onsite,2,707000,Part-Time,3.9,1
563,Amazon,IOS Developer,other,47,Tokyo,remote,1,623000,Part-Time,3.2,0
564,IBM,IOS Developer,other,48,New York,remote,2,449000,Intern,4.0,1
565,Microsoft,Android Developer,other,27,Sydney,remote,3,125000,Part-Time,2.6,0
566,Uber,Android Developer,m,18,New York,onsite,1,783000,Part-Time,0.7,1
567,Uber,Software Development Engineer,f,48,Sydney,hybrid,5,9000,Part-Time,2.0,0
568,Uber,Software Development Engineer,other,30,Sydney,hybrid,4,75000,Intern,4.2,1
569,Microsoft,Full Stack Developer,other,52,Manchester,remote,3,951000,Full Time,2.7,1
570,Microsoft,Software Development Engineer,other,50,Tokyo,remote,1,167000,Full Time,2.7,0
571,Infosys,Software Development Engineer,f,50,Manchester,remote,5,758000,Part-Time,3.1,0
572,Wipro,Front End Developer,m,48,New York,hybrid,4,562000,Intern,4.7,1
573,Google,Back End Developer,other,48,New York,remote,2,630000,Part-Time,4.1,1
574,Mastercard,Front End Developer,f,18,Dubai,remote,1,913000,Part-Time,3.5,1
575,Apple,Full Stack Developer,other,37,Dubai,onsite,1,838000,Full Time,0.8,1
576,Apple,Android Developer,f,54,California,remote,5,287000,Part-Time,1.0,0
577,IBM,Python Developer,m,18,California,remote,1,98000,Full Time,0.7,0
578,Amazon,Android Developer,m,47,London,onsite,5,610000,Full Time,4.2,1
579,IBM,Software Development Engineer,f,25,Sydney,remote,1,569000,Full Time,0.9,1
580,Uber,Android Developer,m,19,Bombay,onsite,5,675000,Intern,0.1,0
581,Apple,Software Development Engineer,m,25,London,onsite,4,219000,Part-Time,4.3,0
582,Uber,Test Engineer,f,30,Tokyo,onsite,1,851000,Full Time,4.8,1
583,Uber,Full Stack Developer,m,48,Moscow,remote,5,60000,Intern,2.6,0
584,Google,Back End Developer,other,30,Sydney,remote,3,488000,Full Time,3.7,0
585,Microsoft,Test Engineer,other,20,Manchester,remote,1,90000,Intern,4.7,1
586,Mastercard,Research Engineer,other,40,London,hybrid,1,165000,Full Time,3.5,1
587,Uber,Research Engineer,f,49,Manchester,onsite,3,628000,Intern,0.3,0
588,Uber,Data Analyst,m,37,London,hybrid,2,64000,Intern,4.7,1
589,Cognizant,Android Developer,other,18,California,remote,1,378000,Full Time,1.8,1
590,Wipro,Data Analyst,m,31,Dubai,onsite,4,627000,Full Time,0.2,0
591,Mastercard,Test Engineer,f,25,Munich,hybrid,1,586000,Full Time,0.4,0
592,IBM,Test Engineer,m,28,Manchester,hybrid,1,536000,Intern,3.0,1
593,Microsoft,IOS Developer,f,42,Manchester,onsite,2,110000,Full Time,0.8,0
